date,word,pos,pronunciation,difficulty,definition,explanation,example,memory,quiz,answer,prompt
2026-06-18,Obtuse,adjective,ob-TUSE,medium,slow to understand,Obtuse is an adjective meaning slow to understand. Use it when that meaning is exactly what you need in writing or speech.,He was being obtuse on purpose just to argue.,from obtusus — dull,"What does ""obtuse"" mean?",Slow to understand.,"Give students 60 seconds to use ""obtuse"" in an original sentence that shows it means ""slow to understand""."
2026-06-19,Outline,verb,OWT-line,easy,to list the main points in order before writing,Outline is a verb meaning to list the main points in order before writing. Use it when that meaning is exactly what you need in writing or speech.,Outline the body paragraphs before you write the first sentence.,An outline is the map of the essay.,"What does ""outline"" mean?",To list the main points in order before writing.,"Give students 60 seconds to use ""outline"" in an original sentence that shows it means ""to list the main points in order before writing""."
2026-06-20,Adversity,noun,ad-ver-si-TY,easy,a difficult or unlucky situation,Adversity is a noun meaning a difficult or unlucky situation. Use it when that meaning is exactly what you need in writing or speech.,Great leaders are often shaped by the adversity they face early on.,from adversus — turned against,"What does ""adversity"" mean?",A difficult or unlucky situation.,"Give students 60 seconds to use ""adversity"" in an original sentence that shows it means ""a difficult or unlucky situation""."
2026-06-21,Opaque,adjective,o-PAQUE,medium,hard to see through or hard to understand,Opaque is an adjective meaning hard to see through or hard to understand. Use it when that meaning is exactly what you need in writing or speech.,His explanation was opaque to anyone outside the field.,from opacus — shaded,"What does ""opaque"" mean?",Hard to see through or hard to understand.,"Give students 60 seconds to use ""opaque"" in an original sentence that shows it means ""hard to see through or hard to understand""."
2026-06-22,Opulent,adjective,op-u-LENT,medium,rich and luxurious,Opulent is an adjective meaning rich and luxurious. Use it when that meaning is exactly what you need in writing or speech.,They danced beneath an opulent crystal chandelier.,from opulens — wealthy,"What does ""opulent"" mean?",Rich and luxurious.,"Give students 60 seconds to use ""opulent"" in an original sentence that shows it means ""rich and luxurious""."
2026-06-23,Dearth,noun,DEARTH,hard,a shortage of something needed,Dearth is a noun meaning a shortage of something needed. Use it when that meaning is exactly what you need in writing or speech.,There was a dearth of housing in the booming city.,from Old English derth — costliness,"What does ""dearth"" mean?",A shortage of something needed.,"Give students 60 seconds to use ""dearth"" in an original sentence that shows it means ""a shortage of something needed""."
2026-06-24,Palatable,adjective,pal-at-a-BLE,medium,pleasant enough to accept or taste,Palatable is an adjective meaning pleasant enough to accept or taste. Use it when that meaning is exactly what you need in writing or speech.,The compromise was palatable to both unions.,from palatum — palate,"What does ""palatable"" mean?",Pleasant enough to accept or taste.,"Give students 60 seconds to use ""palatable"" in an original sentence that shows it means ""pleasant enough to accept or taste""."
2026-06-25,Affluent,adjective,af-flu-ENT,easy,having plenty of money or wealth,Affluent is an adjective meaning having plenty of money or wealth. Use it when that meaning is exactly what you need in writing or speech.,The affluent neighborhood funded its own private security patrol.,from affluere — to flow toward,"What does ""affluent"" mean?",Having plenty of money or wealth.,"Give students 60 seconds to use ""affluent"" in an original sentence that shows it means ""having plenty of money or wealth""."
2026-06-26,Paradigm,noun,par-a-DIGM,medium,a typical pattern or model,Paradigm is a noun meaning a typical pattern or model. Use it when that meaning is exactly what you need in writing or speech.,Electric cars are creating a new paradigm in transportation.,from paradeigma — pattern,"What does ""paradigm"" mean?",A typical pattern or model.,"Give students 60 seconds to use ""paradigm"" in an original sentence that shows it means ""a typical pattern or model""."
2026-06-27,Debacle,noun,de-ba-CLE,hard,a sudden and total failure,Debacle is a noun meaning a sudden and total failure. Use it when that meaning is exactly what you need in writing or speech.,The product launch was a debacle the company never recovered from.,from debacler — to unbar,"What does ""debacle"" mean?",A sudden and total failure.,"Give students 60 seconds to use ""debacle"" in an original sentence that shows it means ""a sudden and total failure""."
2026-06-28,Partisan,adjective,par-ti-SAN,medium,strongly supporting one side,Partisan is an adjective meaning strongly supporting one side. Use it when that meaning is exactly what you need in writing or speech.,The bill failed along partisan lines.,from partisan — supporter,"What does ""partisan"" mean?",Strongly supporting one side.,"Give students 60 seconds to use ""partisan"" in an original sentence that shows it means ""strongly supporting one side""."
2026-06-29,Ambiguous,adjective,am-big-u-OUS,easy,having more than one possible meaning,Ambiguous is an adjective meaning having more than one possible meaning. Use it when that meaning is exactly what you need in writing or speech.,The contract used ambiguous wording that led to a lawsuit.,from ambigere — to wander about,"What does ""ambiguous"" mean?",Having more than one possible meaning.,"Give students 60 seconds to use ""ambiguous"" in an original sentence that shows it means ""having more than one possible meaning""."
2026-06-30,Amiable,adjective,a-mi-a-BLE,easy,having a friendly and pleasant manner,Amiable is an adjective meaning having a friendly and pleasant manner. Use it when that meaning is exactly what you need in writing or speech.,Their amiable conversation eased the tension at the meeting.,from amicus — friend,"What does ""amiable"" mean?",Having a friendly and pleasant manner.,"Give students 60 seconds to use ""amiable"" in an original sentence that shows it means ""having a friendly and pleasant manner""."
2026-07-01,Penchant,noun,pen-CHANT,medium,a strong liking,Penchant is a noun meaning a strong liking. Use it when that meaning is exactly what you need in writing or speech.,She had a penchant for old detective novels.,from pencher — to incline,"What does ""penchant"" mean?",A strong liking.,"Give students 60 seconds to use ""penchant"" in an original sentence that shows it means ""a strong liking""."
